epoch,start_epoch,loss,accuracy,learning_rate,train_time,optimizer,scheduler_step_size
1,0,4.261088786850179,0.055202697404532264,0.1,717.6178901195526,SGD,50
2,0,4.2220111847073385,0.052850309731043675,0.1,718.4685981273651,SGD,50
3,0,4.222466567782882,0.05622206539637732,0.1,720.6235892772675,SGD,50
4,0,4.223117909730205,0.052693483886144435,0.1,727.0205700397491,SGD,50
5,0,4.224286446503674,0.05441856818003607,0.1,728.6861684322357,SGD,50
6,0,4.221374365410917,0.05473221986983454,0.1,724.863195180893,SGD,50
7,0,4.221724403742986,0.05818238845761781,0.1,719.0971658229828,SGD,50
8,0,4.218759607784535,0.05622206539637732,0.1,719.4324841499329,SGD,50
9,0,4.219948876112533,0.05261507096369481,0.1,718.4142706394196,SGD,50
10,0,4.2204448424684555,0.05622206539637732,0.1,719.9982633590698,SGD,50
